task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
fit_group_1,2024-08-03T01:19:46,MLPC_incremental,df18ad0d-ce3d-4ae9-aa5f-05a76f80cf8a,18.217177152633667,1.531952246508742e-05,8.409378750850498e-07,3.4095454545454547,6.560251559532926,5.967048168182373,1.5075206891424728e-05,2.90036343140003e-05,2.638101320253469e-05,7.045985440795972e-05,Spain,ESP,galicia,,,Windows-10-10.0.19045-SP0,3.10.7,2.5.0,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce GTX 1660 Ti,-8.1554,43.513,15.912128448486328,machine,N
fit_group_2,2024-08-03T01:20:13,MLPC_incremental,df18ad0d-ce3d-4ae9-aa5f-05a76f80cf8a,27.096133947372437,2.2199498477894912e-05,8.192865278990101e-07,2.972363636363637,5.894208794262555,5.967048168182373,2.0460178337819654e-05,4.057086578999978e-05,4.107223188792374e-05,0.00010210327601574319,Spain,ESP,galicia,,,Windows-10-10.0.19045-SP0,3.10.7,2.5.0,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce GTX 1660 Ti,-8.1554,43.513,15.912128448486328,machine,N
